

217,832,477,905;8,295,912,403;1,804.26;/A;
214,879,733,567;15,012,416,794;1,776.98;1,804.26;
222,487,488,381;16,444,980,824;1,833.09;1,776.98;
221,596,716,649;19,904,831,726;1,828.89;1,833.09;
235,235,428,449;17,409,076,011;1,944.08;1,828.89;
241,204,871,683;18,803,016,950;1,995.94;1,944.08;
219,535,934,458;9,767,849,361;1,814.98;1,995.94;
217,791,356,993;12,004,308,559;1,798.69;1,814.98;
208,622,909,554;24,344,535,949;1,724.88;1,798.69;
219,247,293,980;22,669,347,247;1,807.97;1,724.88;
235,347,664,835;12,554,611,854;1,944.84;1,807.97;
239,375,431,793;12,880,481,568;1,979.77;1,944.84;
238,722,810,744;14,627,311,158;1,974.58;1,979.77;
247,730,054,115;9,623,174,528;2,046.65;1,974.58;
239,102,942,425;7,551,508,571;1,978.15;2,046.65;
237,366,807,799;14,638,100,163;1,963.99;1,978.15;
244,359,004,843;17,828,306,699;2,023.85;1,963.99;
232,056,327,520;15,892,119,501;1,915.18;2,023.85;
253,640,825,086;17,005,002,529;2,095.18;1,915.18;
244,741,893,934;20,068,743,682;2,025.89;2,095.18;
259,350,256,988;14,395,455,889;2,147.05;2,025.89;
249,319,115,268;14,395,772,635;2,064.23;2,147.05;
243,391,440,609;23,979,529,161;2,010.21;2,064.23;
238,137,944,006;41,621,733,327;1,966.70;2,010.21;
250,066,823,475;46,548,009,611;2,080.91;1,966.70;
283,082,341,315;36,844,564,808;2,344.80;2,080.91;
271,594,796,947;34,392,685,562;2,249.89;2,344.80;
304,412,453,306;20,582,973,186;2,517.83;2,249.89;
319,030,900,104;12,528,069,434;2,641.23;2,517.83;
325,971,900,416;20,516,541,977;2,699.71;2,641.23;
332,103,738,940;20,868,783,133;2,753.94;2,699.71;
355,229,761,723;17,336,934,450;2,942.05;2,753.94;
336,655,132,685;12,836,324,478;2,786.05;2,942.05;
345,080,135,066;17,701,813,871;2,861.37;2,786.05;
341,626,180,827;14,489,173,445;2,832.51;2,861.37;
330,211,251,741;12,618,462,103;2,738.17;2,832.51;
340,291,788,027;17,902,735,174;2,817.49;2,738.17;
353,388,170,473;18,249,410,920;2,932.46;2,817.49;
348,355,348,857;17,036,298,769;2,889.59;2,932.46;
338,098,235,744;17,750,798,289;2,806.75;2,889.59;
362,590,296,738;22,037,549,639;3,008.34;2,806.75;
352,895,958,715;9,196,851,418;2,922.90;3,008.34;
354,358,143,095;8,633,203,958;2,940.69;2,922.90;
357,702,343,020;16,155,619,719;2,967.09;2,940.69;
359,917,773,311;20,529,419,340;2,987.49;2,967.09;
370,910,549,449;15,155,965,878;3,079.68;2,987.49;
373,782,979,943;13,472,639,207;3,104.69;3,079.68;
368,758,484,170;18,188,817,400;3,061.89;3,104.69;
360,748,880,963;9,543,306,566;2,995.72;3,061.89;
369,787,917,597;9,063,939,048;3,066.36;2,995.72;
366,695,398,817;12,543,243,551;3,045.43;3,066.36;
363,962,080,918;15,895,586,505;3,023.42;3,045.43;
375,767,680,796;15,452,917,855;3,121.40;3,023.42;
365,661,388,411;18,977,679,664;3,038.21;3,121.40;
360,149,250,762;21,142,997,360;2,992.70;3,038.21;
388,982,079,663;10,005,373,137;3,219.16;2,992.70;
392,551,461,531;9,316,769,844;3,265.94;3,219.16;
382,662,893,229;17,523,939,555;3,192.03;3,265.94;
388,867,320,187;16,149,775,915;3,232.83;3,192.03;
382,808,702,034;26,109,763,335;3,171.37;3,232.83;
