

4,413,629,737;375,004,832;62.67;/A;
4,537,878,827;401,464,500;64.31;62.67;
4,445,023,672;664,334,757;63.13;64.31;
4,823,421,848;457,451,807;68.51;63.13;
4,866,360,585;513,114,167;69.12;68.51;
4,499,193,325;334,085,928;63.81;69.12;
4,446,040,136;335,026,122;63.16;63.81;
4,326,902,150;535,715,395;61.48;63.16;
4,494,521,684;620,880,465;63.87;61.48;
4,802,383,937;429,479,051;68.25;63.87;
4,947,972,472;483,136,722;70.38;68.25;
4,869,719,418;607,747,747;69.22;70.38;
5,051,287,080;350,935,242;71.81;69.22;
4,906,422,893;355,446,588;69.76;71.81;
4,832,082,095;635,684,581;68.71;69.76;
5,083,330,268;691,507,685;72.25;68.71;
4,652,219,479;639,768,020;66.16;72.25;
5,131,419,406;696,148,341;72.96;66.16;
4,727,063,471;612,302,828;67.26;72.96;
5,027,705,637;643,863,700;71.53;67.26;
4,862,403,608;1,042,612,109;69.18;71.53;
4,764,135,482;18,350,385,302;67.79;69.18;
4,514,362,713;1,780,319,203;64.37;67.79;
4,717,884,226;1,828,243,908;66.45;64.37;
5,623,187,761;1,603,321,469;80.20;66.45;
5,453,577,954;1,074,324,210;77.63;80.20;
6,605,705,094;649,055,678;93.97;77.63;
6,654,871,682;464,312,062;94.52;93.97;
6,813,705,616;663,924,448;96.82;94.52;
6,815,194,463;773,199,096;97.05;96.82;
7,452,459,937;680,625,468;106.30;97.05;
6,983,388,526;456,809,364;99.44;106.30;
7,071,929,147;544,476,248;100.74;99.44;
6,988,663,597;501,504,213;99.56;100.74;
6,741,792,114;495,256,549;96.07;99.56;
7,058,953,673;736,644,476;100.37;96.07;
7,233,137,790;698,782,311;103.11;100.37;
7,044,347,419;587,252,051;100.51;103.11;
6,905,588,553;565,465,024;98.47;100.51;
7,342,458,471;699,296,588;104.67;98.47;
7,353,852,322;406,301,975;104.58;104.67;
7,388,045,408;392,064,540;105.34;104.58;
7,396,721,181;557,230,402;105.47;105.34;
7,495,270,070;617,882,742;106.89;105.47;
7,847,576,071;557,424,685;111.93;106.89;
7,978,091,491;541,535,569;113.80;111.93;
7,802,221,295;668,538,119;111.30;113.80;
7,620,290,319;551,054,763;108.72;111.30;
8,024,485,382;520,120,092;114.50;108.72;
7,787,632,988;664,670,069;111.13;114.50;
7,531,293,576;644,414,781;107.48;111.13;
7,744,728,904;736,067,146;110.54;107.48;
7,352,380,320;542,327,195;104.95;110.54;
7,200,362,879;731,362,436;102.56;104.95;
7,774,659,048;431,993,131;111.00;102.56;
7,904,659,966;445,190,509;112.87;111.00;
7,756,150,301;683,845,857;110.76;112.87;
8,000,180,296;595,834,195;114.26;110.76;
7,865,215,223;945,958,315;112.34;114.26;
8,627,354,201;549,673,831;123.24;112.34;
