

597,966,736,177;27,644,798,123;31,373;/A;
570,209,935,092;13,395,229,055;29,918;31,373;
568,340,135,127;12,911,383,482;29,872;29,918;
566,275,595,800;21,997,859,591;29,714;29,872;
580,863,150,152;24,232,399,986;30,481;29,714;
569,001,624,438;35,553,330,792;29,833;30,481;
607,393,396,319;29,770,567,353;31,866;29,833;
604,926,607,441;34,891,305,295;31,741;31,866;
561,771,345,709;14,496,111,398;29,493;31,741;
554,938,694,217;15,406,515,373;29,088;29,493;
545,752,899,522;31,756,305,901;28,647;29,088;
559,066,076,344;31,972,044,692;29,347;28,647;
563,577,022,958;23,108,764,916;29,585;29,347;
564,885,248,022;23,486,436,837;29,655;29,585;
555,459,414,424;26,646,754,325;29,163;29,655;
578,090,387,085;17,199,930,155;30,351;29,163;
561,696,351,559;13,561,006,428;29,492;30,351;
557,201,657,281;25,980,877,920;29,257;29,492;
578,678,245,848;29,190,056,577;30,382;29,257;
547,927,169,401;26,219,431,165;28,772;30,382;
581,272,773,176;24,964,703,224;30,502;28,772;
569,801,943,005;28,418,179,221;29,924;30,502;
596,346,266,889;22,948,123,704;31,319;29,924;
573,777,699,744;25,759,546,764;30,189;31,319;
558,053,182,541;71,541,696,924;29,311;30,189;
555,266,177,877;61,338,080,284;29,126;29,311;
549,294,001,873;65,985,702,702;28,913;29,126;
590,644,412,747;54,071,363,210;31,027;28,913;
576,197,842,488;58,369,928,594;30,270;31,027;
648,514,321,642;30,810,576,502;34,070;30,270;
678,702,448,511;19,130,720,395;35,573;34,070;
687,093,350,325;32,223,287,014;36,116;35,573;
696,020,943,882;37,402,043,366;36,612;36,116;
755,764,276,889;31,748,901,527;39,699;36,612;
718,542,028,696;23,070,122,642;37,758;39,699;
733,787,526,678;29,825,308,569;38,562;37,758;
733,294,957,353;24,857,664,487;38,538;38,562;
719,611,115,951;20,955,789,685;37,821;38,538;
735,829,877,666;27,758,348,826;38,651;37,821;
756,090,806,421;31,484,572,271;39,742;38,651;
746,473,028,158;28,170,490,246;39,238;39,742;
725,434,540,422;31,053,018,153;38,134;39,238;
770,112,436,973;32,883,645,914;40,489;38,134;
752,446,283,900;16,778,683,768;39,469;40,489;
752,414,150,959;15,010,797,472;39,562;39,469;
756,144,456,298;46,022,063,019;39,757;39,562;
770,787,243,370;32,131,220,616;40,529;39,757;
787,437,397,454;24,937,668,255;41,397;40,529;
789,141,783,336;22,717,772,925;41,498;41,397;
776,463,403,746;30,617,039,400;40,834;41,498;
755,627,152,747;16,627,779,442;39,739;40,834;
770,439,827,829;15,777,789,210;40,450;39,739;
771,666,602,548;22,053,774,554;40,587;40,450;
759,703,443,635;22,744,792,147;39,959;40,587;
783,560,801,482;25,453,869,986;41,205;39,959;
764,314,681,923;27,804,694,935;40,206;41,205;
752,680,814,425;30,168,665,078;39,604;40,206;
803,574,629,065;14,936,318,819;42,275;39,604;
812,734,148,493;13,949,535,312;42,796;42,275;
804,272,478,981;24,202,906,401;42,316;42,796;
